pr_articul,pr_categories,pr_header,pr_price,pr_stock,pr_url,pr_weight
"
                            040031120014
                        ","Rohrverbindungen, Industriefittings, ","
                    VERSCHRAUBUNG IG-IG Rp2"" 316/316Ti FLACH DICHTEND
                ","
                    Katalogpreis: 36,57 €*
                ","
                    Auf Lager.
                ",https://shop.ms-armaturen.de/VERSCHRAUBUNG-IG-IG-Rp2-316-316Ti-FLACH-DICHTEND/040031120014,"
            1.289 kg
        "
"
                            040031120004
                        ","Rohrverbindungen, Industriefittings, ","
                    VERSCHRAUBUNG SS 2"" 316/316Ti FLACH DICHTEND
                ","
                    Katalogpreis: 35,04 €*
                ","
                    Auf Lager.
                ",https://shop.ms-armaturen.de/VERSCHRAUBUNG-SS-2-316-316Ti-FLACH-DICHTEND/040031120004,"
            1.335 kg
        "
"
                            040031111424
                        ","Rohrverbindungen, Industriefittings, ","
                    VERSCHRAUBUNG IG-AG Rp/R1.1/4"" 316/316Ti FLACH DICHTEND
                ","
                    Katalogpreis: 24,60 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/VERSCHRAUBUNG-IG-AG-Rp-R1.1-4-316-316Ti-FLACH-DICHTEND/040031111424,"
            0.827 kg
        "
"
                            040031111414
                        ","Rohrverbindungen, Industriefittings, ","
                    VERSCHRAUBUNG IG-IG Rp1.1/4"" 316/316Ti FLACH DICHTEND
                ","
                    Katalogpreis: 21,20 €*
                ","
                    Auf Lager.
                ",https://shop.ms-armaturen.de/VERSCHRAUBUNG-IG-IG-Rp1.1-4-316-316Ti-FLACH-DICHTEND/040031111414,"
            0.515 kg
        "
"
                            040030721214
                        ","Rohrverbindungen, Industriefittings, ","
                    T-STÜCK IG-IG-IG Rp2.1/2"" 316/316Ti
                ","
                    Katalogpreis: 33,86 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/T-STUECK-IG-IG-IG-Rp2.1-2-316-316Ti/040030721214,"
            0.06 kg
        "
"
                            040030720014
                        ","Rohrverbindungen, Industriefittings, ","
                    T-STÜCK IG-IG-IG Rp2"" 316/316Ti
                ","
                    Katalogpreis: 13,32 €*
                ","
                    Auf Lager.
                ",https://shop.ms-armaturen.de/T-STUECK-IG-IG-IG-Rp2-316-316Ti/040030720014,"
            0.06 kg
        "
"
                            040031111404
                        ","Rohrverbindungen, Industriefittings, ","
                    VERSCHRAUBUNG SS 1.1/4"" 316/316Ti FLACH DICHTEND
                ","
                    Katalogpreis: 20,93 €*
                ","
                    Auf Lager.
                ",https://shop.ms-armaturen.de/VERSCHRAUBUNG-SS-1.1-4-316-316Ti-FLACH-DICHTEND/040031111404,"
            0.562 kg
        "
"
                            040030720004112
                        ","Rohrverbindungen, Industriefittings, ","
                    RED.-T-STÜCK Rp2""-1.1/2"" 316/316Ti IG-IG-IG
                ","
                    Katalogpreis: 18,72 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/RED.-T-STUECK-Rp2-1.1-2-316-316Ti-IG-IG-IG/040030720004112,
"
                            040030711414
                        ","Rohrverbindungen, Industriefittings, ","
                    T-STÜCK IG-IG-IG Rp1.1/4"" 316/316Ti
                ","
                    Katalogpreis: 7,42 €*
                ","
                    Auf Lager.
                ",https://shop.ms-armaturen.de/T-STUECK-IG-IG-IG-Rp1.1-4-316-316Ti/040030711414,"
            0.06 kg
        "
"
                            040030730014
                        ","Rohrverbindungen, Industriefittings, ","
                    T-STÜCK IG-IG-IG Rp3"" 316/316Ti
                ","
                    Katalogpreis: 44,12 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/T-STUECK-IG-IG-IG-Rp3-316-316Ti/040030730014,"
            0.06 kg
        "
"
                            040030711404100
                        ","Rohrverbindungen, Industriefittings, ","
                    RED.-T-STÜCK Rp1.1/4""-1"" 316/316Ti IG-IG-IG
                ","
                    Katalogpreis: 10,39 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/RED.-T-STUECK-Rp1.1-4-1-316-316Ti-IG-IG-IG/040030711404100,
"
                            040030711214
                        ","Rohrverbindungen, Industriefittings, ","
                    T-STÜCK IG-IG-IG Rp1.1/2"" 316/316Ti
                ","
                    Katalogpreis: 9,27 €*
                ","
                    Auf Lager.
                ",https://shop.ms-armaturen.de/T-STUECK-IG-IG-IG-Rp1.1-2-316-316Ti/040030711214,"
            0.06 kg
        "
"
                            040030711204114
                        ","Rohrverbindungen, Industriefittings, ","
                    RED.-T-STÜCK Rp1.1/2""-1.1/4"" 316/316Ti IG-IG-IG
                ","
                    Katalogpreis: 13,00 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/RED.-T-STUECK-Rp1.1-2-1.1-4-316-316Ti-IG-IG-IG/040030711204114,
"
                            040030710014
                        ","Rohrverbindungen, Industriefittings, ","
                    T-STÜCK IG-IG-IG Rp1"" 316/316Ti
                ","
                    Katalogpreis: 4,98 €*
                ","
                    Auf Lager.
                ",https://shop.ms-armaturen.de/T-STUECK-IG-IG-IG-Rp1-316-316Ti/040030710014,"
            0.211 kg
        "
"
                            040030703814
                        ","Rohrverbindungen, Industriefittings, ","
                    T-STÜCK IG-IG-IG Rp3/8"" 316/316Ti
                ","
                    Katalogpreis: 2,05 €*
                ","
                    Auf Lager.
                ",https://shop.ms-armaturen.de/T-STUECK-IG-IG-IG-Rp3-8-316-316Ti/040030703814,"
            0.06 kg
        "
"
                            040030710004034
                        ","Rohrverbindungen, Industriefittings, ","
                    RED.-T-STÜCK Rp1""-3/4"" 316/316Ti IG-IG-IG
                ","
                    Katalogpreis: 6,98 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/RED.-T-STUECK-Rp1-3-4-316-316Ti-IG-IG-IG/040030710004034,
"
                            040030703404012
                        ","Rohrverbindungen, Industriefittings, ","
                    RED.-T-STÜCK Rp3/4""-1/2"" 316/316Ti IG-IG-IG
                ","
                    Katalogpreis: 5,31 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/RED.-T-STUECK-Rp3-4-1-2-316-316Ti-IG-IG-IG/040030703404012,
"
                            040030703804014
                        ","Rohrverbindungen, Industriefittings, ","
                    RED.-T-STÜCK Rp3/8""-1/4"" 316/316Ti IG-IG-IG
                ","
                    Katalogpreis: 2,85 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/RED.-T-STUECK-Rp3-8-1-4-316-316Ti-IG-IG-IG/040030703804014,
"
                            040030703414
                        ","Rohrverbindungen, Industriefittings, ","
                    T-STÜCK IG-IG-IG Rp3/4"" 316/316Ti
                ","
                    Katalogpreis: 3,50 €*
                ","
                    Auf Lager.
                ",https://shop.ms-armaturen.de/T-STUECK-IG-IG-IG-Rp3-4-316-316Ti/040030703414,"
            0.117 kg
        "
"
                            040030701814
                        ","Rohrverbindungen, Industriefittings, ","
                    T-STÜCK IG-IG-IG Rp1/8"" 316/316Ti
                ","
                    Katalogpreis: 2,12 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/T-STUECK-IG-IG-IG-Rp1-8-316-316Ti/040030701814,"
            0.06 kg
        "
"
                            040030521214
                        ","Rohrverbindungen, Industriefittings, ","
                    BOGEN 90 O.MUFFE AG-AG R2.1/2"" 316/316Ti
                ","
                    Katalogpreis: 81,98 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/BOGEN-90-O.MUFFE-AG-AG-R2.1-2-316-316Ti/040030521214,
"
                            040030701214
                        ","Rohrverbindungen, Industriefittings, ","
                    T-STÜCK IG-IG-IG Rp1/2"" 316/316Ti
                ","
                    Katalogpreis: 2,53 €*
                ","
                    Auf Lager.
                ",https://shop.ms-armaturen.de/T-STUECK-IG-IG-IG-Rp1-2-316-316Ti/040030701214,"
            0.058 kg
        "
"
                            040030701414
                        ","Rohrverbindungen, Industriefittings, ","
                    T-STÜCK IG-IG-IG Rp1/4"" 316/316Ti
                ","
                    Katalogpreis: 1,84 €*
                ","
                    Auf Lager.
                ",https://shop.ms-armaturen.de/T-STUECK-IG-IG-IG-Rp1-4-316-316Ti/040030701414,"
            0.038 kg
        "
"
                            040030511414
                        ","Rohrverbindungen, Industriefittings, ","
                    BOGEN 90 O.MUFFE AG-AG R1.1/4"" 316/316Ti
                ","
                    Katalogpreis: 31,79 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/BOGEN-90-O.MUFFE-AG-AG-R1.1-4-316-316Ti/040030511414,
"
                            040030701204038
                        ","Rohrverbindungen, Industriefittings, ","
                    RED.-T-STÜCK Rp1/2""-3/8"" 316/316Ti IG-IG-IG
                ","
                    Katalogpreis: 3,77 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/RED.-T-STUECK-Rp1-2-3-8-316-316Ti-IG-IG-IG/040030701204038,
"
                            040030511214
                        ","Rohrverbindungen, Industriefittings, ","
                    BOGEN 90 O.MUFFE AG-AG R1.1/2"" 316/316Ti
                ","
                    Katalogpreis: 44,10 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/BOGEN-90-O.MUFFE-AG-AG-R1.1-2-316-316Ti/040030511214,
"
                            040030510014
                        ","Rohrverbindungen, Industriefittings, ","
                    BOGEN 90 O.MUFFE AG-AG R1"" 316/316Ti
                ","
                    Katalogpreis: 23,71 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/BOGEN-90-O.MUFFE-AG-AG-R1-316-316Ti/040030510014,
"
                            040030520014
                        ","Rohrverbindungen, Industriefittings, ","
                    BOGEN 90 O.MUFFE AG-AG R2"" 316/316Ti
                ","
                    Katalogpreis: 60,65 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/BOGEN-90-O.MUFFE-AG-AG-R2-316-316Ti/040030520014,
"
                            040031111224
                        ","Rohrverbindungen, Industriefittings, ","
                    VERSCHRAUBUNG IG-AG Rp/R1.1/2"" 316/316Ti FLACH DICHTEND
                ","
                    Katalogpreis: 32,78 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/VERSCHRAUBUNG-IG-AG-Rp-R1.1-2-316-316Ti-FLACH-DICHTEND/040031111224,
"
                            040031111204
                        ","Rohrverbindungen, Industriefittings, ","
                    VERSCHRAUBUNG SS 1.1/2"" 316/316Ti FLACH DICHTEND
                ","
                    Katalogpreis: 27,89 €*
                ","
                    Auf Lager.
                ",https://shop.ms-armaturen.de/VERSCHRAUBUNG-SS-1.1-2-316-316Ti-FLACH-DICHTEND/040031111204,"
            0.895 kg
        "
"
                            040031111214
                        ","Rohrverbindungen, Industriefittings, ","
                    VERSCHRAUBUNG IG-IG Rp1.1/2"" 316/316Ti FLACH DICHTEND
                ","
                    Katalogpreis: 28,06 €*
                ","
                    Auf Lager.
                ",https://shop.ms-armaturen.de/VERSCHRAUBUNG-IG-IG-Rp1.1-2-316-316Ti-FLACH-DICHTEND/040031111214,"
            0.871 kg
        "
"
                            040030503814
                        ","Rohrverbindungen, Industriefittings, ","
                    BOGEN 90 O.MUFFE AG-AG R3/8"" 316/316Ti
                ","
                    Katalogpreis: 8,89 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/BOGEN-90-O.MUFFE-AG-AG-R3-8-316-316Ti/040030503814,
"
                            040031110014
                        ","Rohrverbindungen, Industriefittings, ","
                    VERSCHRAUBUNG IG-IG Rp1"" 316/316Ti FLACH DICHTEND
                ","
                    Katalogpreis: 16,13 €*
                ","
                    Auf Lager.
                ",https://shop.ms-armaturen.de/VERSCHRAUBUNG-IG-IG-Rp1-316-316Ti-FLACH-DICHTEND/040031110014,"
            0.288 kg
        "
"
                            040031103824
                        ","Rohrverbindungen, Industriefittings, ","
                    VERSCHRAUBUNG IG-AG Rp/R3/8"" 316/316Ti FLACH DICHTEND
                ","
                    Katalogpreis: 9,60 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/VERSCHRAUBUNG-IG-AG-Rp-R3-8-316-316Ti-FLACH-DICHTEND/040031103824,
"
                            040031110004
                        ","Rohrverbindungen, Industriefittings, ","
                    VERSCHRAUBUNG SS 1"" 316/316Ti FLACH DICHTEND
                ","
                    Katalogpreis: 16,13 €*
                ","
                    Auf Lager.
                ",https://shop.ms-armaturen.de/VERSCHRAUBUNG-SS-1-316-316Ti-FLACH-DICHTEND/040031110004,"
            0.339 kg
        "
"
                            040031110024
                        ","Rohrverbindungen, Industriefittings, ","
                    VERSCHRAUBUNG IG-AG Rp/R1"" 316/316Ti FLACH DICHTEND
                ","
                    Katalogpreis: 17,71 €*
                ","
                    Auf Lager.
                ",https://shop.ms-armaturen.de/VERSCHRAUBUNG-IG-AG-Rp-R1-316-316Ti-FLACH-DICHTEND/040031110024,"
            0.379 kg
        "
"
                            040031103814
                        ","Rohrverbindungen, Industriefittings, ","
                    VERSCHRAUBUNG IG-IG Rp3/8"" 316/316Ti FLACH DICHTEND
                ","
                    Katalogpreis: 9,60 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/VERSCHRAUBUNG-IG-IG-Rp3-8-316-316Ti-FLACH-DICHTEND/040031103814,"
            0.13 kg
        "
"
                            040031103424
                        ","Rohrverbindungen, Industriefittings, ","
                    VERSCHRAUBUNG IG-AG Rp/R3/4"" 316/316Ti FLACH DICHTEND
                ","
                    Katalogpreis: 11,94 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/VERSCHRAUBUNG-IG-AG-Rp-R3-4-316-316Ti-FLACH-DICHTEND/040031103424,"
            0.297 kg
        "
"
                            040031103804
                        ","Rohrverbindungen, Industriefittings, ","
                    VERSCHRAUBUNG SS 3/8"" 316/316Ti FLACH DICHTEND
                ","
                    Katalogpreis: 9,60 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/VERSCHRAUBUNG-SS-3-8-316-316Ti-FLACH-DICHTEND/040031103804,"
            0.084 kg
        "
"
                            040031103414
                        ","Rohrverbindungen, Industriefittings, ","
                    VERSCHRAUBUNG IG-IG Rp3/4"" 316/316Ti FLACH DICHTEND
                ","
                    Katalogpreis: 10,64 €*
                ","
                    Auf Lager.
                ",https://shop.ms-armaturen.de/VERSCHRAUBUNG-IG-IG-Rp3-4-316-316Ti-FLACH-DICHTEND/040031103414,"
            0.256 kg
        "
"
                            040031101824
                        ","Rohrverbindungen, Industriefittings, ","
                    VERSCHRAUBUNG IG-AG Rp/R1/8"" 316/316Ti FLACH DICHTEND
                ","
                    Katalogpreis: 8,93 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/VERSCHRAUBUNG-IG-AG-Rp-R1-8-316-316Ti-FLACH-DICHTEND/040031101824,
"
                            040031103404
                        ","Rohrverbindungen, Industriefittings, ","
                    VERSCHRAUBUNG SS 3/4"" 316/316Ti FLACH DICHTEND
                ","
                    Katalogpreis: 10,64 €*
                ","
                    Auf Lager.
                ",https://shop.ms-armaturen.de/VERSCHRAUBUNG-SS-3-4-316-316Ti-FLACH-DICHTEND/040031103404,"
            0.276 kg
        "
"
                            040031101424
                        ","Rohrverbindungen, Industriefittings, ","
                    VERSCHRAUBUNG IG-AG Rp/R1/4"" 316/316Ti FLACH DICHTEND
                ","
                    Katalogpreis: 8,93 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/VERSCHRAUBUNG-IG-AG-Rp-R1-4-316-316Ti-FLACH-DICHTEND/040031101424,
"
                            040031101804
                        ","Rohrverbindungen, Industriefittings, ","
                    VERSCHRAUBUNG SS 1/8"" 316/316Ti FLACH DICHTEND
                ","
                    Katalogpreis: 8,94 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/VERSCHRAUBUNG-SS-1-8-316-316Ti-FLACH-DICHTEND/040031101804,
"
                            040031101814
                        ","Rohrverbindungen, Industriefittings, ","
                    VERSCHRAUBUNG IG-IG Rp1/8"" 316/316Ti FLACH DICHTEND
                ","
                    Katalogpreis: 8,94 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/VERSCHRAUBUNG-IG-IG-Rp1-8-316-316Ti-FLACH-DICHTEND/040031101814,"
            0.1 kg
        "
"
                            040031101404
                        ","Rohrverbindungen, Industriefittings, ","
                    VERSCHRAUBUNG SS 1/4"" 316/316Ti FLACH DICHTEND
                ","
                    Katalogpreis: 8,94 €*
                ","
                    Auf Lager.
                ",https://shop.ms-armaturen.de/VERSCHRAUBUNG-SS-1-4-316-316Ti-FLACH-DICHTEND/040031101404,
"
                            040031101224
                        ","Rohrverbindungen, Industriefittings, ","
                    VERSCHRAUBUNG IG-AG Rp/R1/2"" 316/316Ti FLACH DICHTEND
                ","
                    Katalogpreis: 10,00 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/VERSCHRAUBUNG-IG-AG-Rp-R1-2-316-316Ti-FLACH-DICHTEND/040031101224,"
            0.231 kg
        "
"
                            040031101204
                        ","Rohrverbindungen, Industriefittings, ","
                    VERSCHRAUBUNG SS 1/2"" 316/316Ti FLACH DICHTEND
                ","
                    Katalogpreis: 8,93 €*
                ","
                    Auf Lager.
                ",https://shop.ms-armaturen.de/VERSCHRAUBUNG-SS-1-2-316-316Ti-FLACH-DICHTEND/040031101204,"
            0.189 kg
        "
"
                            040031030014
                        ","Rohrverbindungen, Industriefittings, ","
                    ROHRDOPPELNIPPEL R3"" 316/316Ti
                ","
                    Katalogpreis: 25,74 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/ROHRDOPPELNIPPEL-R3-316-316Ti/040031030014,"
            0.02 kg
        "
"
                            040031040014
                        ","Rohrverbindungen, Industriefittings, ","
                    ROHRDOPPELNIPPEL R4"" 316/316Ti
                ","
                    Katalogpreis: 38,54 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/ROHRDOPPELNIPPEL-R4-316-316Ti/040031040014,"
            0.02 kg
        "
"
                            040031040012
                        ","Rohrverbindungen, Industriefittings, ","
                    ROHRDOPPELNIPPEL R4"" 304/321
                ","
                    Katalogpreis: 26,91 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/ROHRDOPPELNIPPEL-R4-304-321/040031040012,"
            0.24 kg
        "
"
                            040031030012
                        ","Rohrverbindungen, Industriefittings, ","
                    ROHRDOPPELNIPPEL R3"" 304/321
                ","
                    Katalogpreis: 17,42 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/ROHRDOPPELNIPPEL-R3-304-321/040031030012,"
            0.24 kg
        "
"
                            040031101214
                        ","Rohrverbindungen, Industriefittings, ","
                    VERSCHRAUBUNG IG-IG Rp1/2"" 316/316Ti FLACH DICHTEND
                ","
                    Katalogpreis: 8,93 €*
                ","
                    Auf Lager.
                ",https://shop.ms-armaturen.de/VERSCHRAUBUNG-IG-IG-Rp1-2-316-316Ti-FLACH-DICHTEND/040031101214,"
            0.19 kg
        "
"
                            040031021214
                        ","Rohrverbindungen, Industriefittings, ","
                    ROHRDOPPELNIPPEL R2.1/2"" 316/316Ti
                ","
                    Katalogpreis: 21,55 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/ROHRDOPPELNIPPEL-R2.1-2-316-316Ti/040031021214,"
            0.496 kg
        "
"
                            040031021212
                        ","Rohrverbindungen, Industriefittings, ","
                    ROHRDOPPELNIPPEL R2.1/2"" 304/321
                ","
                    Katalogpreis: 13,13 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/ROHRDOPPELNIPPEL-R2.1-2-304-321/040031021212,"
            0.24 kg
        "
"
                            040031020014
                        ","Rohrverbindungen, Industriefittings, ","
                    ROHRDOPPELNIPPEL R2"" 316/316Ti
                ","
                    Katalogpreis: 11,10 €*
                ","
                    Auf Lager.
                ",https://shop.ms-armaturen.de/ROHRDOPPELNIPPEL-R2-316-316Ti/040031020014,"
            0.396 kg
        "
"
                            040031020012
                        ","Rohrverbindungen, Industriefittings, ","
                    ROHRDOPPELNIPPEL R2"" 304/321
                ","
                    Katalogpreis: 8,02 €*
                ","
                    Auf Lager.
                ",https://shop.ms-armaturen.de/ROHRDOPPELNIPPEL-R2-304-321/040031020012,"
            0.395 kg
        "
"
                            040031011214
                        ","Rohrverbindungen, Industriefittings, ","
                    ROHRDOPPELNIPPEL R1.1/2"" 316/316Ti
                ","
                    Katalogpreis: 6,15 €*
                ","
                    Auf Lager.
                ",https://shop.ms-armaturen.de/ROHRDOPPELNIPPEL-R1.1-2-316-316Ti/040031011214,"
            0.233 kg
        "
"
                            040031011412
                        ","Rohrverbindungen, Industriefittings, ","
                    ROHRDOPPELNIPPEL R1.1/4"" 304/321
                ","
                    Katalogpreis: 3,95 €*
                ","
                    Auf Lager.
                ",https://shop.ms-armaturen.de/ROHRDOPPELNIPPEL-R1.1-4-304-321/040031011412,"
            0.191 kg
        "
"
                            040031011212
                        ","Rohrverbindungen, Industriefittings, ","
                    ROHRDOPPELNIPPEL R1.1/2"" 304/321
                ","
                    Katalogpreis: 4,33 €*
                ","
                    Auf Lager.
                ",https://shop.ms-armaturen.de/ROHRDOPPELNIPPEL-R1.1-2-304-321/040031011212,"
            0.24 kg
        "
"
                            040031011414
                        ","Rohrverbindungen, Industriefittings, ","
                    ROHRDOPPELNIPPEL R1.1/4"" 316/316Ti
                ","
                    Katalogpreis: 5,63 €*
                ","
                    Auf Lager.
                ",https://shop.ms-armaturen.de/ROHRDOPPELNIPPEL-R1.1-4-316-316Ti/040031011414,"
            0.198 kg
        "
"
                            040031010014
                        ","Rohrverbindungen, Industriefittings, ","
                    ROHRDOPPELNIPPEL R1"" 316/316Ti
                ","
                    Katalogpreis: 3,70 €*
                ","
                    Auf Lager.
                ",https://shop.ms-armaturen.de/ROHRDOPPELNIPPEL-R1-316-316Ti/040031010014,"
            0.101 kg
        "
"
                            040031010012
                        ","Rohrverbindungen, Industriefittings, ","
                    ROHRDOPPELNIPPEL R1"" 304/321
                ","
                    Katalogpreis: 2,77 €*
                ","
                    Auf Lager.
                ",https://shop.ms-armaturen.de/ROHRDOPPELNIPPEL-R1-304-321/040031010012,"
            0.116 kg
        "
"
                            040031003814
                        ","Rohrverbindungen, Industriefittings, ","
                    ROHRDOPPELNIPPEL R3/8"" 316/316Ti
                ","
                    Katalogpreis: 1,83 €*
                ","
                    Auf Lager.
                ",https://shop.ms-armaturen.de/ROHRDOPPELNIPPEL-R3-8-316-316Ti/040031003814,"
            0.024 kg
        "
"
                            040031003812
                        ","Rohrverbindungen, Industriefittings, ","
                    ROHRDOPPELNIPPEL R3/8"" 304/321
                ","
                    Katalogpreis: 1,86 €*
                ","
                    Auf Lager.
                ",https://shop.ms-armaturen.de/ROHRDOPPELNIPPEL-R3-8-304-321/040031003812,"
            0.047 kg
        "
"
                            040031001814
                        ","Rohrverbindungen, Industriefittings, ","
                    ROHRDOPPELNIPPEL R1/8"" 316/316Ti
                ","
                    Katalogpreis: 1,59 €*
                ","
                    Derzeit nicht auf Lager.,
                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter
                ",https://shop.ms-armaturen.de/ROHRDOPPELNIPPEL-R1-8-316-316Ti/040031001814,"
            0.02 kg
        "
"
                            040031003412
                        ","Rohrverbindungen, Industriefittings, ","
                    ROHRDOPPELNIPPEL R3/4"" 304/321
                ","
                    Katalogpreis: 2,06 €*
                ","
                    Auf Lager.
                ",https://shop.ms-armaturen.de/ROHRDOPPELNIPPEL-R3-4-304-321/040031003412,"
            0.067 kg
        "
"
                            040030811412
                        ","Rohrverbindungen, Industriefittings, ","
                    ANSCHWEISSNIPPEL R1.1/4"" 304/321
                ","
                    Katalogpreis: 2,13 €*
                ","
                    Auf Lager.
                ",https://shop.ms-armaturen.de/ANSCHWEISSNIPPEL-R1.1-4-304-321/040030811412,"
            0.122 kg
        "
"
                            040030811413
                        ","Rohrverbindungen, Industriefittings, ","
                    ANSCHWEISSNIPPEL R1.1/4"" 316L
                ","
                    Katalogpreis: 2,50 €*
                ","
                    Auf Lager.
                ",https://shop.ms-armaturen.de/ANSCHWEISSNIPPEL-R1.1-4-316L/040030811413,"
            0.128 kg
        "
"
                            040031003414
                        ","Rohrverbindungen, Industriefittings, ","
                    ROHRDOPPELNIPPEL R3/4"" 316/316Ti
                ","
                    Katalogpreis: 2,64 €*
                ","
                    Auf Lager.
                ",https://shop.ms-armaturen.de/ROHRDOPPELNIPPEL-R3-4-316-316Ti/040031003414,"
            0.02 kg
        "
