2024-08-07 11:14:05 [scrapy.utils.log] INFO: Scrapy 2.11.2 started (bot: spiders)
2024-08-07 11:14:05 [scrapy.utils.log] INFO: Versions: lxml 4.8.0.0, libxml2 2.9.13, cssselect 1.2.0, parsel 1.9.1, w3lib 2.2.1, Twisted 24.3.0, Python 3.10.12 (main, Mar 22 2024, 16:50:05) [GCC 11.4.0], pyOpenSSL 24.2.1 (OpenSSL 3.3.1 4 Jun 2024), cryptography 43.0.0, Platform Linux-5.15.0-116-generic-x86_64-with-glibc2.35
2024-08-07 11:14:05 [scrapy.addons] INFO: Enabled addons:
[]
2024-08-07 11:14:05 [asyncio] DEBUG: Using selector: EpollSelector
2024-08-07 11:14:05 [scrapy.utils.log] DEBUG: Using reactor: twisted.internet.asyncioreactor.AsyncioSelectorReactor
2024-08-07 11:14:05 [scrapy.utils.log] DEBUG: Using asyncio event loop: asyncio.unix_events._UnixSelectorEventLoop
2024-08-07 11:14:05 [scrapy.extensions.telnet] INFO: Telnet Password: 2b8381bccd22b09c
2024-08-07 11:14:05 [scrapy.middleware] INFO: Enabled extensions:
['scrapy.extensions.corestats.CoreStats',
 'scrapy.extensions.telnet.TelnetConsole',
 'scrapy.extensions.memusage.MemoryUsage',
 'scrapy.extensions.feedexport.FeedExporter',
 'scrapy.extensions.logstats.LogStats']
2024-08-07 11:14:05 [scrapy.crawler] INFO: Overridden settings:
{'BOT_NAME': 'spiders',
 'FEED_EXPORT_ENCODING': 'utf-8',
 'FEED_EXPORT_FIELDS': ['URL страницы',
                        'Заголовок',
                        'Артикул/SKU',
                        'Цена',
                        'Наличие',
                        'Вес',
                        'Картинки',
                        'Категории'],
 'LOG_FILE': 'files/temp/scrapy_output_1.log',
 'NEWSPIDER_MODULE': 'spiders.spiders',
 'REQUEST_FINGERPRINTER_IMPLEMENTATION': '2.7',
 'ROBOTSTXT_OBEY': True,
 'SPIDER_MODULES': ['spiders.spiders'],
 'TWISTED_REACTOR': 'twisted.internet.asyncioreactor.AsyncioSelectorReactor'}
2024-08-07 11:14:05 [scrapy.middleware] INFO: Enabled downloader middlewares:
['scrapy.downloadermiddlewares.offsite.OffsiteMiddleware',
 'scrapy.downloadermiddlewares.robotstxt.RobotsTxtMiddleware',
 'scrapy.downloadermiddlewares.httpauth.HttpAuthMiddleware',
 'scrapy.downloadermiddlewares.downloadtimeout.DownloadTimeoutMiddleware',
 'scrapy.downloadermiddlewares.defaultheaders.DefaultHeadersMiddleware',
 'scrapy.downloadermiddlewares.useragent.UserAgentMiddleware',
 'scrapy.downloadermiddlewares.retry.RetryMiddleware',
 'scrapy.downloadermiddlewares.redirect.MetaRefreshMiddleware',
 'scrapy.downloadermiddlewares.httpcompression.HttpCompressionMiddleware',
 'scrapy.downloadermiddlewares.redirect.RedirectMiddleware',
 'scrapy.downloadermiddlewares.cookies.CookiesMiddleware',
 'scrapy.downloadermiddlewares.httpproxy.HttpProxyMiddleware',
 'scrapy.downloadermiddlewares.stats.DownloaderStats']
2024-08-07 11:14:05 [scrapy.middleware] INFO: Enabled spider middlewares:
['scrapy.spidermiddlewares.httperror.HttpErrorMiddleware',
 'scrapy.spidermiddlewares.referer.RefererMiddleware',
 'scrapy.spidermiddlewares.urllength.UrlLengthMiddleware',
 'scrapy.spidermiddlewares.depth.DepthMiddleware']
2024-08-07 11:14:05 [scrapy.middleware] INFO: Enabled item pipelines:
[]
2024-08-07 11:14:05 [scrapy.core.engine] INFO: Spider opened
2024-08-07 11:14:05 [scrapy.extensions.logstats] INFO: Crawled 0 pages (at 0 pages/min), scraped 0 items (at 0 items/min)
2024-08-07 11:14:06 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://shop.ms-armaturen.de/RED-WINKEL-90-Rp1-2-3-8-316-316Ti-IG-IG/040030101204038> (referer: https://shop.ms-armaturen.de/Rohrverbindungen/?order=m-s-artikelnummer-aufsteigend&p=1)
2024-08-07 11:14:06 [scrapy.core.scraper] DEBUG: Scraped from <200 https://shop.ms-armaturen.de/RED-WINKEL-90-Rp3-8-1-4-316-316Ti-IG-IG/040030103804014>
{'URL страницы': 'https://shop.ms-armaturen.de/RED-WINKEL-90-Rp3-8-1-4-316-316Ti-IG-IG/040030103804014', 'Заголовок': ['\n                    RED-WINKEL 90 Rp3/8"-1/4" 316/316Ti IG-IG\n                '], 'Артикул/SKU': ['\n                            040030103804014\n                        '], 'Цена': ['\n                    Katalogpreis: 2,16\xa0€*\n                '], 'Наличие': ['\n                    Derzeit nicht auf Lager.', '\n                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter\n                '], 'Вес': [], 'Картинки': ['https://shop.ms-armaturen.de/media/38/b2/98/1653401194/0400301R-k.jpg', 'https://shop.ms-armaturen.de/media/72/0b/b2/1653401195/0400301R.jpg'], 'Категории': 'Rohrverbindungen, '}
2024-08-07 11:14:06 [scrapy.core.scraper] DEBUG: Scraped from <200 https://shop.ms-armaturen.de/WINKEL-90-IG-IG-Rp1-2-316-316Ti/040030101214>
{'URL страницы': 'https://shop.ms-armaturen.de/WINKEL-90-IG-IG-Rp1-2-316-316Ti/040030101214', 'Заголовок': ['\n                    WINKEL 90 IG-IG Rp1/2" 316/316Ti\n                '], 'Артикул/SKU': ['\n                            040030101214\n                        '], 'Цена': ['\n                    Katalogpreis: 1,97\xa0€*\n                '], 'Наличие': ['\n                    Auf Lager.\n                '], 'Вес': ['\n            0.04 kg\n        '], 'Картинки': ['https://shop.ms-armaturen.de/media/41/d2/03/1623401906/0400301-k.jpg', 'https://shop.ms-armaturen.de/media/b5/91/8d/1603887164/0400301.jpg', 'https://shop.ms-armaturen.de/media/5a/97/c4/1623919168/0400301_1_Bild_1.jpg', 'https://shop.ms-armaturen.de/media/6b/27/25/1636980139/0400301_2_Bild_2.jpg'], 'Категории': 'Rohrverbindungen, '}
2024-08-07 11:14:06 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://shop.ms-armaturen.de/2-TLG.-KUGELHAHN-IG-IG-Rp2-316Ti-FREIER-DURCHGANG/040030020014> (referer: https://shop.ms-armaturen.de/Rohrverbindungen/?order=m-s-artikelnummer-aufsteigend&p=1)
2024-08-07 11:14:06 [scrapy.core.scraper] DEBUG: Scraped from <200 https://shop.ms-armaturen.de/RED-WINKEL-90-Rp3-4-1-2-316-316Ti-IG-IG/040030103404012>
{'URL страницы': 'https://shop.ms-armaturen.de/RED-WINKEL-90-Rp3-4-1-2-316-316Ti-IG-IG/040030103404012', 'Заголовок': ['\n                    RED-WINKEL 90 Rp3/4"-1/2" 316/316Ti IG-IG\n                '], 'Артикул/SKU': ['\n                            040030103404012\n                        '], 'Цена': ['\n                    Katalogpreis: 3,96\xa0€*\n                '], 'Наличие': ['\n                    Derzeit nicht auf Lager.', '\n                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter\n                '], 'Вес': [], 'Картинки': ['https://shop.ms-armaturen.de/media/38/b2/98/1653401194/0400301R-k.jpg', 'https://shop.ms-armaturen.de/media/72/0b/b2/1653401195/0400301R.jpg'], 'Категории': 'Rohrverbindungen, '}
2024-08-07 11:14:06 [scrapy.core.scraper] DEBUG: Scraped from <200 https://shop.ms-armaturen.de/WINKEL-90-IG-IG-Rp3-8-316-316Ti/040030103814>
{'URL страницы': 'https://shop.ms-armaturen.de/WINKEL-90-IG-IG-Rp3-8-316-316Ti/040030103814', 'Заголовок': ['\n                    WINKEL 90 IG-IG Rp3/8" 316/316Ti\n                '], 'Артикул/SKU': ['\n                            040030103814\n                        '], 'Цена': ['\n                    Katalogpreis: 1,59\xa0€*\n                '], 'Наличие': ['\n                    Auf Lager.\n                '], 'Вес': ['\n            0.04 kg\n        '], 'Картинки': ['https://shop.ms-armaturen.de/media/41/d2/03/1623401906/0400301-k.jpg', 'https://shop.ms-armaturen.de/media/b5/91/8d/1603887164/0400301.jpg', 'https://shop.ms-armaturen.de/media/5a/97/c4/1623919168/0400301_1_Bild_1.jpg', 'https://shop.ms-armaturen.de/media/6b/27/25/1636980139/0400301_2_Bild_2.jpg'], 'Категории': 'Rohrverbindungen, '}
2024-08-07 11:14:06 [scrapy.core.scraper] DEBUG: Scraped from <200 https://shop.ms-armaturen.de/RED-WINKEL-90-Rp1-2-3-8-316-316Ti-IG-IG/040030101204038>
{'URL страницы': 'https://shop.ms-armaturen.de/RED-WINKEL-90-Rp1-2-3-8-316-316Ti-IG-IG/040030101204038', 'Заголовок': ['\n                    RED-WINKEL 90 Rp1/2"-3/8" 316/316Ti IG-IG\n                '], 'Артикул/SKU': ['\n                            040030101204038\n                        '], 'Цена': ['\n                    Katalogpreis: 2,57\xa0€*\n                '], 'Наличие': ['\n                    Derzeit nicht auf Lager.', '\n                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter\n                '], 'Вес': [], 'Картинки': ['https://shop.ms-armaturen.de/media/38/b2/98/1653401194/0400301R-k.jpg', 'https://shop.ms-armaturen.de/media/72/0b/b2/1653401195/0400301R.jpg'], 'Категории': 'Rohrverbindungen, '}
2024-08-07 11:14:06 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://shop.ms-armaturen.de/WINKEL-90-IG-IG-Rp3-4-316-316Ti/040030103414> (referer: https://shop.ms-armaturen.de/Rohrverbindungen/?order=m-s-artikelnummer-aufsteigend&p=1)
2024-08-07 11:14:06 [scrapy.core.scraper] DEBUG: Scraped from <200 https://shop.ms-armaturen.de/2-TLG.-KUGELHAHN-IG-IG-Rp2-316Ti-FREIER-DURCHGANG/040030020014>
{'URL страницы': 'https://shop.ms-armaturen.de/2-TLG.-KUGELHAHN-IG-IG-Rp2-316Ti-FREIER-DURCHGANG/040030020014', 'Заголовок': ['\n                    2-TLG. KUGELHAHN IG-IG Rp2" 316Ti FREIER DURCHGANG\n                '], 'Артикул/SKU': ['\n                            040030020014\n                        '], 'Цена': ['\n                    Katalogpreis: 106,22\xa0€*\n                '], 'Наличие': ['\n                    Auf Lager.\n                '], 'Вес': ['\n            3.521 kg\n        '], 'Картинки': ['https://shop.ms-armaturen.de/media/22/0c/0f/1653400256/0400300F-k.jpg', 'https://shop.ms-armaturen.de/media/10/55/81/1653400257/0400300F.jpg'], 'Категории': 'Rohrverbindungen, '}
2024-08-07 11:14:07 [scrapy.core.scraper] DEBUG: Scraped from <200 https://shop.ms-armaturen.de/WINKEL-90-IG-IG-Rp3-4-316-316Ti/040030103414>
{'URL страницы': 'https://shop.ms-armaturen.de/WINKEL-90-IG-IG-Rp3-4-316-316Ti/040030103414', 'Заголовок': ['\n                    WINKEL 90 IG-IG Rp3/4" 316/316Ti\n                '], 'Артикул/SKU': ['\n                            040030103414\n                        '], 'Цена': ['\n                    Katalogpreis: 2,84\xa0€*\n                '], 'Наличие': ['\n                    Auf Lager.\n                '], 'Вес': ['\n            0.026 kg\n        '], 'Картинки': ['https://shop.ms-armaturen.de/media/41/d2/03/1623401906/0400301-k.jpg', 'https://shop.ms-armaturen.de/media/b5/91/8d/1603887164/0400301.jpg', 'https://shop.ms-armaturen.de/media/5a/97/c4/1623919168/0400301_1_Bild_1.jpg', 'https://shop.ms-armaturen.de/media/6b/27/25/1636980139/0400301_2_Bild_2.jpg'], 'Категории': 'Rohrverbindungen, '}
2024-08-07 11:14:07 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://shop.ms-armaturen.de/1-TLG.-KUGELHAHN-IG-IG-Rp2-316Ti-RED.-DURCHGANG/040030020004> (referer: https://shop.ms-armaturen.de/Rohrverbindungen/?order=m-s-artikelnummer-aufsteigend&p=1)
2024-08-07 11:14:07 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://shop.ms-armaturen.de/1-TLG.KUGELHAHN-IG-IG-Rp1.1-4-316Ti-RED.-DURCHGANG/040030011404> (referer: https://shop.ms-armaturen.de/Rohrverbindungen/?order=m-s-artikelnummer-aufsteigend&p=1)
2024-08-07 11:14:07 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://shop.ms-armaturen.de/2-TLG.KUGELHAHN-IG-IG-Rp1.1-2-316Ti-FREIER-DURCHGANG/040030011214> (referer: https://shop.ms-armaturen.de/Rohrverbindungen/?order=m-s-artikelnummer-aufsteigend&p=1)
2024-08-07 11:14:07 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://shop.ms-armaturen.de/2-TLG.KUGELHAHN-IG-IG-Rp1.1-4-316Ti-FREIER-DURCHGANG/040030011414> (referer: https://shop.ms-armaturen.de/Rohrverbindungen/?order=m-s-artikelnummer-aufsteigend&p=1)
2024-08-07 11:14:07 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://shop.ms-armaturen.de/1-TLG.-KUGELHAHN-IG-IG-Rp1-316Ti-RED.-DURCHGANG/040030010004> (referer: https://shop.ms-armaturen.de/Rohrverbindungen/?order=m-s-artikelnummer-aufsteigend&p=1)
2024-08-07 11:14:07 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://shop.ms-armaturen.de/1-TLG.KUGELHAHN-IG-IG-Rp1.1-2-316Ti-RED.-DURCHGANG/040030011204> (referer: https://shop.ms-armaturen.de/Rohrverbindungen/?order=m-s-artikelnummer-aufsteigend&p=1)
2024-08-07 11:14:07 [scrapy.core.scraper] DEBUG: Scraped from <200 https://shop.ms-armaturen.de/1-TLG.-KUGELHAHN-IG-IG-Rp2-316Ti-RED.-DURCHGANG/040030020004>
{'URL страницы': 'https://shop.ms-armaturen.de/1-TLG.-KUGELHAHN-IG-IG-Rp2-316Ti-RED.-DURCHGANG/040030020004', 'Заголовок': ['\n                    1-TLG. KUGELHAHN IG-IG Rp2" 316Ti RED. DURCHGANG\n                '], 'Артикул/SKU': ['\n                            040030020004\n                        '], 'Цена': ['\n                    Katalogpreis: 57,05\xa0€*\n                '], 'Наличие': ['\n                    Derzeit nicht auf Lager.', '\n                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter\n                '], 'Вес': ['\n            0.43 kg\n        '], 'Картинки': ['https://shop.ms-armaturen.de/media/ed/b0/91/1653400254/0400300EC-k.jpg', 'https://shop.ms-armaturen.de/media/89/01/97/1653400255/0400300EC.jpg'], 'Категории': 'Rohrverbindungen, '}
2024-08-07 11:14:07 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://shop.ms-armaturen.de/2-TLG.-KUGELHAHN-IG-IG-Rp1-316Ti-FREIER-DURCHGANG/040030010014> (referer: https://shop.ms-armaturen.de/Rohrverbindungen/?order=m-s-artikelnummer-aufsteigend&p=1)
2024-08-07 11:14:07 [scrapy.core.scraper] DEBUG: Scraped from <200 https://shop.ms-armaturen.de/1-TLG.KUGELHAHN-IG-IG-Rp1.1-4-316Ti-RED.-DURCHGANG/040030011404>
{'URL страницы': 'https://shop.ms-armaturen.de/1-TLG.KUGELHAHN-IG-IG-Rp1.1-4-316Ti-RED.-DURCHGANG/040030011404', 'Заголовок': ['\n                    1-TLG.KUGELHAHN IG-IG Rp1.1/4" 316Ti RED. DURCHGANG\n                '], 'Артикул/SKU': ['\n                            040030011404\n                        '], 'Цена': ['\n                    Katalogpreis: 35,98\xa0€*\n                '], 'Наличие': ['\n                    Derzeit nicht auf Lager.', '\n                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter\n                '], 'Вес': ['\n            0.43 kg\n        '], 'Картинки': ['https://shop.ms-armaturen.de/media/ed/b0/91/1653400254/0400300EC-k.jpg', 'https://shop.ms-armaturen.de/media/89/01/97/1653400255/0400300EC.jpg'], 'Категории': 'Rohrverbindungen, '}
2024-08-07 11:14:07 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://shop.ms-armaturen.de/2-TLG.-KUGELHAHN-IG-IG-Rp3-8-316Ti-FREIER-DURCHGANG/040030003814> (referer: https://shop.ms-armaturen.de/Rohrverbindungen/?order=m-s-artikelnummer-aufsteigend&p=1)
2024-08-07 11:14:07 [scrapy.core.scraper] DEBUG: Scraped from <200 https://shop.ms-armaturen.de/2-TLG.KUGELHAHN-IG-IG-Rp1.1-2-316Ti-FREIER-DURCHGANG/040030011214>
{'URL страницы': 'https://shop.ms-armaturen.de/2-TLG.KUGELHAHN-IG-IG-Rp1.1-2-316Ti-FREIER-DURCHGANG/040030011214', 'Заголовок': ['\n                    2-TLG.KUGELHAHN IG-IG Rp1.1/2" 316Ti FREIER DURCHGANG\n                '], 'Артикул/SKU': ['\n                            040030011214\n                        '], 'Цена': ['\n                    Katalogpreis: 70,32\xa0€*\n                '], 'Наличие': ['\n                    Auf Lager.\n                '], 'Вес': ['\n            2.138 kg\n        '], 'Картинки': ['https://shop.ms-armaturen.de/media/22/0c/0f/1653400256/0400300F-k.jpg', 'https://shop.ms-armaturen.de/media/10/55/81/1653400257/0400300F.jpg'], 'Категории': 'Rohrverbindungen, '}
2024-08-07 11:14:07 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://shop.ms-armaturen.de/2-TLG.-KUGELHAHN-IG-IG-Rp3-4-316Ti-FREIER-DURCHGANG/040030003414> (referer: https://shop.ms-armaturen.de/Rohrverbindungen/?order=m-s-artikelnummer-aufsteigend&p=1)
2024-08-07 11:14:07 [scrapy.core.scraper] DEBUG: Scraped from <200 https://shop.ms-armaturen.de/2-TLG.KUGELHAHN-IG-IG-Rp1.1-4-316Ti-FREIER-DURCHGANG/040030011414>
{'URL страницы': 'https://shop.ms-armaturen.de/2-TLG.KUGELHAHN-IG-IG-Rp1.1-4-316Ti-FREIER-DURCHGANG/040030011414', 'Заголовок': ['\n                    2-TLG.KUGELHAHN IG-IG Rp1.1/4" 316Ti FREIER DURCHGANG\n                '], 'Артикул/SKU': ['\n                            040030011414\n                        '], 'Цена': ['\n                    Katalogpreis: 51,30\xa0€*\n                '], 'Наличие': ['\n                    Auf Lager.\n                '], 'Вес': ['\n            1.371 kg\n        '], 'Картинки': ['https://shop.ms-armaturen.de/media/22/0c/0f/1653400256/0400300F-k.jpg', 'https://shop.ms-armaturen.de/media/10/55/81/1653400257/0400300F.jpg'], 'Категории': 'Rohrverbindungen, '}
2024-08-07 11:14:07 [scrapy.core.scraper] DEBUG: Scraped from <200 https://shop.ms-armaturen.de/1-TLG.-KUGELHAHN-IG-IG-Rp1-316Ti-RED.-DURCHGANG/040030010004>
{'URL страницы': 'https://shop.ms-armaturen.de/1-TLG.-KUGELHAHN-IG-IG-Rp1-316Ti-RED.-DURCHGANG/040030010004', 'Заголовок': ['\n                    1-TLG. KUGELHAHN IG-IG Rp1" 316Ti RED. DURCHGANG\n                '], 'Артикул/SKU': ['\n                            040030010004\n                        '], 'Цена': ['\n                    Katalogpreis: 20,80\xa0€*\n                '], 'Наличие': ['\n                    Derzeit nicht auf Lager.', '\n                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter\n                '], 'Вес': ['\n            0.43 kg\n        '], 'Картинки': ['https://shop.ms-armaturen.de/media/ed/b0/91/1653400254/0400300EC-k.jpg', 'https://shop.ms-armaturen.de/media/89/01/97/1653400255/0400300EC.jpg'], 'Категории': 'Rohrverbindungen, '}
2024-08-07 11:14:07 [scrapy.core.scraper] DEBUG: Scraped from <200 https://shop.ms-armaturen.de/1-TLG.KUGELHAHN-IG-IG-Rp1.1-2-316Ti-RED.-DURCHGANG/040030011204>
{'URL страницы': 'https://shop.ms-armaturen.de/1-TLG.KUGELHAHN-IG-IG-Rp1.1-2-316Ti-RED.-DURCHGANG/040030011204', 'Заголовок': ['\n                    1-TLG.KUGELHAHN IG-IG Rp1.1/2" 316Ti RED. DURCHGANG\n                '], 'Артикул/SKU': ['\n                            040030011204\n                        '], 'Цена': ['\n                    Katalogpreis: 42,54\xa0€*\n                '], 'Наличие': ['\n                    Derzeit nicht auf Lager.', '\n                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter\n                '], 'Вес': ['\n            0.43 kg\n        '], 'Картинки': ['https://shop.ms-armaturen.de/media/ed/b0/91/1653400254/0400300EC-k.jpg', 'https://shop.ms-armaturen.de/media/89/01/97/1653400255/0400300EC.jpg'], 'Категории': 'Rohrverbindungen, '}
2024-08-07 11:14:07 [scrapy.core.scraper] DEBUG: Scraped from <200 https://shop.ms-armaturen.de/2-TLG.-KUGELHAHN-IG-IG-Rp1-316Ti-FREIER-DURCHGANG/040030010014>
{'URL страницы': 'https://shop.ms-armaturen.de/2-TLG.-KUGELHAHN-IG-IG-Rp1-316Ti-FREIER-DURCHGANG/040030010014', 'Заголовок': ['\n                    2-TLG. KUGELHAHN IG-IG Rp1" 316Ti FREIER DURCHGANG\n                '], 'Артикул/SKU': ['\n                            040030010014\n                        '], 'Цена': ['\n                    Katalogpreis: 36,93\xa0€*\n                '], 'Наличие': ['\n                    Auf Lager.\n                '], 'Вес': ['\n            0.43 kg\n        '], 'Картинки': ['https://shop.ms-armaturen.de/media/22/0c/0f/1653400256/0400300F-k.jpg', 'https://shop.ms-armaturen.de/media/10/55/81/1653400257/0400300F.jpg'], 'Категории': 'Rohrverbindungen, '}
2024-08-07 11:14:07 [scrapy.core.scraper] DEBUG: Scraped from <200 https://shop.ms-armaturen.de/2-TLG.-KUGELHAHN-IG-IG-Rp3-8-316Ti-FREIER-DURCHGANG/040030003814>
{'URL страницы': 'https://shop.ms-armaturen.de/2-TLG.-KUGELHAHN-IG-IG-Rp3-8-316Ti-FREIER-DURCHGANG/040030003814', 'Заголовок': ['\n                    2-TLG. KUGELHAHN IG-IG Rp3/8 316Ti FREIER DURCHGANG\n                '], 'Артикул/SKU': ['\n                            040030003814\n                        '], 'Цена': ['\n                    Katalogpreis: 19,78\xa0€*\n                '], 'Наличие': ['\n                    Derzeit nicht auf Lager.', '\n                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter\n                '], 'Вес': [], 'Картинки': ['https://shop.ms-armaturen.de/media/22/0c/0f/1653400256/0400300F-k.jpg', 'https://shop.ms-armaturen.de/media/10/55/81/1653400257/0400300F.jpg'], 'Категории': 'Rohrverbindungen, '}
2024-08-07 11:14:07 [scrapy.core.scraper] DEBUG: Scraped from <200 https://shop.ms-armaturen.de/2-TLG.-KUGELHAHN-IG-IG-Rp3-4-316Ti-FREIER-DURCHGANG/040030003414>
{'URL страницы': 'https://shop.ms-armaturen.de/2-TLG.-KUGELHAHN-IG-IG-Rp3-4-316Ti-FREIER-DURCHGANG/040030003414', 'Заголовок': ['\n                    2-TLG. KUGELHAHN IG-IG Rp3/4" 316Ti FREIER DURCHGANG\n                '], 'Артикул/SKU': ['\n                            040030003414\n                        '], 'Цена': ['\n                    Katalogpreis: 26,73\xa0€*\n                '], 'Наличие': ['\n                    Auf Lager.\n                '], 'Вес': ['\n            0.43 kg\n        '], 'Картинки': ['https://shop.ms-armaturen.de/media/22/0c/0f/1653400256/0400300F-k.jpg', 'https://shop.ms-armaturen.de/media/10/55/81/1653400257/0400300F.jpg'], 'Категории': 'Rohrverbindungen, '}
2024-08-07 11:14:07 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://shop.ms-armaturen.de/1-TLG.-KUGELHAHN-IG-IG-Rp3-8-316Ti-RED.-DURCHGANG/040030003804> (referer: https://shop.ms-armaturen.de/Rohrverbindungen/?order=m-s-artikelnummer-aufsteigend&p=1)
2024-08-07 11:14:07 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://shop.ms-armaturen.de/2-TLG.-KUGELHAHN-IG-IG-Rp1-4-316Ti-FREIER-DURCHGANG/040030001414> (referer: https://shop.ms-armaturen.de/Rohrverbindungen/?order=m-s-artikelnummer-aufsteigend&p=1)
2024-08-07 11:14:07 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://shop.ms-armaturen.de/1-TLG.-KUGELHAHN-IG-IG-Rp1-4-316Ti-RED.-DURCHGANG/040030001404> (referer: https://shop.ms-armaturen.de/Rohrverbindungen/?order=m-s-artikelnummer-aufsteigend&p=1)
2024-08-07 11:14:07 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://shop.ms-armaturen.de/2-TLG.-KUGELHAHN-IG-IG-Rp1-2-316Ti-FREIER-DURCHGANG/040030001214> (referer: https://shop.ms-armaturen.de/Rohrverbindungen/?order=m-s-artikelnummer-aufsteigend&p=1)
2024-08-07 11:14:07 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://shop.ms-armaturen.de/1-TLG.-KUGELHAHN-IG-IG-Rp3-4-316Ti-RED.-DURCHGANG/040030003404> (referer: https://shop.ms-armaturen.de/Rohrverbindungen/?order=m-s-artikelnummer-aufsteigend&p=1)
2024-08-07 11:14:07 [scrapy.core.scraper] DEBUG: Scraped from <200 https://shop.ms-armaturen.de/1-TLG.-KUGELHAHN-IG-IG-Rp3-8-316Ti-RED.-DURCHGANG/040030003804>
{'URL страницы': 'https://shop.ms-armaturen.de/1-TLG.-KUGELHAHN-IG-IG-Rp3-8-316Ti-RED.-DURCHGANG/040030003804', 'Заголовок': ['\n                    1-TLG. KUGELHAHN IG-IG Rp3/8" 316Ti RED. DURCHGANG\n                '], 'Артикул/SKU': ['\n                            040030003804\n                        '], 'Цена': ['\n                    Katalogpreis: 13,08\xa0€*\n                '], 'Наличие': ['\n                    Derzeit nicht auf Lager.', '\n                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter\n                '], 'Вес': ['\n            0.43 kg\n        '], 'Картинки': ['https://shop.ms-armaturen.de/media/ed/b0/91/1653400254/0400300EC-k.jpg', 'https://shop.ms-armaturen.de/media/89/01/97/1653400255/0400300EC.jpg'], 'Категории': 'Rohrverbindungen, '}
2024-08-07 11:14:07 [scrapy.core.scraper] DEBUG: Scraped from <200 https://shop.ms-armaturen.de/2-TLG.-KUGELHAHN-IG-IG-Rp1-4-316Ti-FREIER-DURCHGANG/040030001414>
{'URL страницы': 'https://shop.ms-armaturen.de/2-TLG.-KUGELHAHN-IG-IG-Rp1-4-316Ti-FREIER-DURCHGANG/040030001414', 'Заголовок': ['\n                    2-TLG. KUGELHAHN IG-IG Rp1/4" 316Ti FREIER DURCHGANG\n                '], 'Артикул/SKU': ['\n                            040030001414\n                        '], 'Цена': ['\n                    Katalogpreis: 19,78\xa0€*\n                '], 'Наличие': ['\n                    Derzeit nicht auf Lager.', '\n                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter\n                '], 'Вес': ['\n            0.27 kg\n        '], 'Картинки': ['https://shop.ms-armaturen.de/media/22/0c/0f/1653400256/0400300F-k.jpg', 'https://shop.ms-armaturen.de/media/10/55/81/1653400257/0400300F.jpg'], 'Категории': 'Rohrverbindungen, '}
2024-08-07 11:14:07 [scrapy.core.scraper] DEBUG: Scraped from <200 https://shop.ms-armaturen.de/1-TLG.-KUGELHAHN-IG-IG-Rp1-4-316Ti-RED.-DURCHGANG/040030001404>
{'URL страницы': 'https://shop.ms-armaturen.de/1-TLG.-KUGELHAHN-IG-IG-Rp1-4-316Ti-RED.-DURCHGANG/040030001404', 'Заголовок': ['\n                    1-TLG. KUGELHAHN IG-IG Rp1/4" 316Ti RED. DURCHGANG\n                '], 'Артикул/SKU': ['\n                            040030001404\n                        '], 'Цена': ['\n                    Katalogpreis: 13,08\xa0€*\n                '], 'Наличие': ['\n                    Derzeit nicht auf Lager.', '\n                    Bitte wenden Sie sich an Ihren zuständigen M&S Vertriebsmitarbeiter\n                '], 'Вес': ['\n            0.43 kg\n        '], 'Картинки': ['https://shop.ms-armaturen.de/media/ed/b0/91/1653400254/0400300EC-k.jpg', 'https://shop.ms-armaturen.de/media/89/01/97/1653400255/0400300EC.jpg'], 'Категории': 'Rohrverbindungen, '}
